text,sentiment
@JetBlue u the real MVP http://t.co/jWL26G6lRw,positive
@JetBlue No worries. Time flew in the terminal and now we're taking off. Thanks again!,positive
"@JetBlue messaged you, thanks",positive
@JetBlue will I be compensated for delays or Cancelled Flightlation?,neutral
@JetBlue I will. Thank you!,positive
"@JetBlue poor storm customer service, 1hr takeoff delay waiting for the snack cart, rude steward (no names) and I love you guys. #TrueBlue",negative
"@JetBlue before departure, while people who are delayed get up to $200 to compensate their time..",negative
"@JetBlue No, it is one I'm trying to make, but it is probably too Late Flight. I did not see an email that I could call. Pittsburgh International.",negative
@JetBlue has the worst customer service out of any airline company. #dontflythem,negative
@JetBlue what's up with the random delay on flight 1729? Any chance of it being a false alarm?,negative
"@JetBlue I lost a day at the airport and off my trip, I should be compensated for the inconvenience!!!!!",negative
@JetBlue Thanks for the reminder of a few older flights I'd taken and the easy access to add points to my new JB account! Awesome service.,positive
@JetBlue can I switch my seat for my trip on Sunday?,neutral
@JetBlue @AmericanAir ah ha! I misread the end date as being 2014 not 2015. Thanks for clarifying :),positive
@JetBlue what is the reason for the delay,negative
@JetBlue where do I add my AA loyalty number to my Jetblue reservation?,neutral
@JetBlue is flt 1202 delayed?,neutral
@JetBlue #AfterAll indeed! https://t.co/swWhYhEn76 #LoveSongFriday #Cheesy #80sweresomuchfun #BrandLoveAffair,neutral
@JetBlue and @WSJ team up offering in-flight access to journal content http://t.co/PTsbkA4cDJ,neutral
@JetBlue Of course U know I would like 2 lay you down in a #BedofRoses as long as they're #mint colored! https://t.co/3QYEzHjGsb #brandmance,positive
@JetBlue Now ur asking for the heavy guns! You know #IWouldDoAnythingForLove https://t.co/Yx1DQJn8nL #BrandMance #LoveSongFriday,neutral
This is so smart it makes me angry MT @JetBlue: We’ve partnered with @WSJ to bring you free digital access onboard! http://t.co/0LiwEcAsOe,positive
@JetBlue OOH! Good one! Speaking of #MiAmore - Just know that #IAdore https://t.co/fWZClBvuG4 Loving #LoveSongFriday,positive
@JetBlue i love this song &lt;3 thanks @JetBlue,positive
@JetBlue Let's just say #IDontWannaLiveWithoutYourLove https://t.co/i9KCgaxxFa #ItWasMintToBe #BestInClassSocial #ThankYou #Travel #Business,neutral
@JetBlue and The from @WSJ Team to Offer In-#Flight Access to Journal ... - Digital Journal http://t.co/ucF0B0bQ8r,neutral
@JetBlue currently dancing in the terminal. love Stevie!,positive
@JetBlue thank you for being jetblue and not jetgreen or jetred. blue is my favorite color! and jet blue makes it better :),positive
@JetBlue We already won the tickets but she's totally on a beach right now. #flightlanding #sunscreen #feelsgood http://t.co/5PvG2hJXKp,neutral
"chair #selfie ""@JetBlue: @StacyCrossB6 @PHLAirport @SaharaSams  Everyone looks #FLAWLESS ;) We're so PROUD of our PHL crew! #BlueHeros”",positive
@JetBlue @WSJ #JETBLUE treated me right as a #disabledtraveler thanks for a no hassle flight to @jamaica,positive
@JetBlue I'm looking every day just watching for a deal. I have specific dates so fare finder doesn't help me,neutral
@JetBlue totally would have.... but the outside view was even more camera ready haha #EvenMoreSpace #EvenMoreView http://t.co/dXuX6DBfd3,positive
@JetBlue dont really know what that means but this isnt the best first-time-flying-w-a-16mo old experience. likelihood of addtl delays 2nt?,negative
@JetBlue sent :-) curious to see what kind of comp we get.,positive
@JetBlue I can't wait to hear back from you regarding the internship opportunity! 😊,positive
@JetBlue why don't you fly to #nashville? :(,neutral
"@JetBlue I ❤️ Jetblue but i was on flt 277 from fll to sfo. tke off was over 1 hr Late Flight, div to phx &amp; got in 2 hrs Late Flight. What will be done?",negative
@JetBlue sis and 16 month old nephew are. Last nights flight and this am mega delayed. Now this evening's is starting w delays. Why?,negative
@JetBlue Thanks for the $100 credit because of the 4hr delay. I can tell customer service means a lot to YOU #Thankful,positive
@JetBlue what is going on with your BDL to DCA flights yesterday and today?! Why is every single one getting delayed?,negative
@JetBlue I did. They said not as of now. Let's cross fingers it happens before departing,neutral
@JetBlue's CEO battles to appease passengers and Wall Street - Lake Wylie #Pilot http://t.co/jgor0vdI3S,neutral
@JetBlue thank you for always have the most amazing customer service! Bring on The Disney Princess Half Marathon,positive
"@JetBlue we've been delayed for almost 2 hrs. I take JetBlue because I've had good luck, but today is really frustrating.",negative
@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/D1eRGPdWsJ,neutral
@JetBlue I definitely will. Thanks!,positive
@JetBlue that's what we've been told however how would this work if you're going overseas? Bottom line is passengers feel as if there's (1),neutral
@JetBlue we've been on the runway for over an hour. Now the water pressure is low and taxiing back for maintenance. #1572,negative
@JetBlue Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,positive
@JetBlue mechanical failure isn't Boston' fault.,negative
@JetBlue Oh that totally looks on par with @AmericanAir's Admirals Club; any way you can slide us a couple passes? ;),positive
@JetBlue gr8 #Mint crew on #flight 123 to #LAX they're #Mintalicious #TrueBlueLove #ShelleyandMarcRock #travel #air,positive
"@JetBlue Thanks for offering this service, guys! http://t.co/xDjzkC34GB",positive
@JetBlue when your flights delayed :)))&gt;&gt;&gt;,negative
"@JetBlue what can I say, I'm #LostinLove w/our #brandmance https://t.co/Bzwgp7aDVE #wemosaictogether #Mint #Love",positive
@JetBlue should I be nervous about a Sunday AM flight Baltimore to Boston? Any suggestions on what I can do? Need to be in Boston by Monday.,neutral
"That would be great! I never thought I'd be the sort who'd be into them, but it really makes the flying experience more bearable @JetBlue",positive
@JetBlue sorry to report we are stuck on Tarmac.. Being held so #notwheelsup,negative
@JetBlue thanks to the gent on the phone who fixed my BOS-MCO flight and the fee waiver! A320 now :) #flyfi ! I forget her name :(,positive
@JetBlue Airways Hits New 52-Week High at $17.58 (JBLU) - sleekmoney http://t.co/zdKXn4kTOu,neutral
"Thanks! Hope I don't look like a complainer, I've written of good experiences w/you in the past and am making do in terminal 5 :) @JetBlue",positive
@JetBlue Just signed up for TrueBlue and booked a flight but keep getting an error when I try to link it to my TB account. What's the deal?,neutral
@JetBlue Success! Good work JetBlue team,positive
@JetBlue I hope so. The plane does appear to be leaving a nearby terminal for our gate.,neutral
@JetBlue great flight! Great view! :-) http://t.co/Yxn00pnOav,positive
@JetBlue beautiful ride. Thanks again:),positive
@JetBlue perfect! Probably need some coffee to stay awake during the night ;),positive
"@JetBlue appreciate what you've done on your end to make this right, but still unhappy with initial incident. Will be calling.",negative
@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Of7PFvQpOY,neutral
"Lines may be extra long or security slow, but seems your employees too quick to blame customers who don't arrive 3-4 hours ahead @JetBlue",negative
Then you better #HoldOn - #EverythingsGonnaBeAlright @jetblue 4 our #brandloveaffair https://t.co/64kN6GEEP8 #TrueBlueLove #travel #business,positive
@JetBlue are there any food places open at the JFK T5 24//?,neutral
@JetBlue CCNDJP/ I can send a screen shot of the systems error if an email address is provided,negative
"@JetBlue Inconvenience is an understatement. More like torture. Clearly going down the wrong path, JetBlue.",negative
@JetBlue no. Did not catch his name. I am sure Jason will know.,neutral
@JetBlue I waited in line all that time to be told by a crewmember that there's no update until 9:30 #3HrDelay #disappointed,negative
@JetBlue   Phone agents can't see same flights I see online???  Can't change tickets even when I am paying. Very frustrating #jetblue,negative
@JetBlue Why was flight 669 forced to return to NY when there was a malfunction? Why not land in the countless air strips surrounding Chi?,negative
@JetBlue haha no need to apologize 😁 I'll be Flight Booking Problems sooner than Late Flightr. I love JetBlue,positive
@JetBlue Oh I will. #Disney bound. #workhard #playsoon,neutral
@JetBlue's CEO battles to appease passengers and Wall Street - @TheVDT http://t.co/VD0tLomtwu,neutral
"@JetBlue Felt a bit like they were adding insult to injury, since we'll be in terminal 5 for seven hours until the next flight :/",negative
@JetBlue you guys get rid of the hip hop stations on Sirius XM?,neutral
@JetBlue I knew the 3-4 hours sounded odd; missed a flight we hit JFK an hour early for and your gate  attendant told us 3-4 :(,negative
@JetBlue Airways to continue 'various commercial relationships' with #Lufthansa ... - @CAPA_Aviation http://t.co/o5sifHp4RT,neutral
@JetBlue U said 15mins to Take Off and now we were told 1hr more delay &amp; possible Cancelled Flightlation. How do U plan to rectify this? #Frustrated,negative
@JetBlue I hope so. Wanted an early flight to avoid the airport chaos but it's too Late Flight for that!,negative
@JetBlue Big thanks to Ricardo Olavarria at Reagan Airport. Fixed our ticket and made sure we made it for our friend's wedding #greatservice,positive
@JetBlue Really!? That's good to hear! Thanks for the update @walls29 We may make that business meeting after all.,positive
"@JetBlue Spent most of the winter in NNY with Mom,  JetBlue will take me home to FL via BOS on Mon. Miss hubby, kitties, warm #countingdown",neutral
@JetBlue Hey any chance you have an update on Flight 99 Hartford to D.C.?,neutral
@JetBlue no updates on anything! All we know is there is an issue with the front wheels being locked.,negative
"@JetBlue flight 99 to DCA 2 delays, I'm all for erring on the side of safety but it's an inconvenience to people with connecting flights!!",negative
@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - Broadway World http://t.co/dS22ceeEnj,neutral
@JetBlue it's time for our #brandmance 2 go #UpWhereWeBelong https://t.co/KtAWbiUUro,neutral
@JetBlue and The from @WSJ Team to Offer In-#Flight Access to Journal ... - Broadway World http://t.co/AsYqE1tDjp,neutral
@JetBlue PDX to JFK was suuuuper HOT.,positive
"@JetBlue's CEO #pilots among ardent fans, Wall Street - Poughkeepsie Journal http://t.co/zSdGzyDNDe",neutral
@JetBlue Is it June yet? 😊,neutral
@JetBlue Airways Hits New 12-Month High at $17.58 (JBLU) - WKRB News http://t.co/XvBjCzlMDA,neutral
@JetBlue ETA for flight 802 into Orlando this morning,neutral
@JetBlue Has DC Thinking About Summer With New Nantucket Service - @MarketWatch http://t.co/yI4wGUk5tr,neutral
@JetBlue it's ok. Things happen. Just very frustrated when you have to change your schedule. See you tomorrow for a new rescheduled flight.,negative
